city,state,period,pollutant,mean,days_with_data
Bikaner,Rajasthan,FY2025-26,PM2.5,45.553,338
Bilaspur,Chhattisgarh,FY2024-25,CO,1.0,337
Bilaspur,Chhattisgarh,FY2024-25,NO2,14.8,337
Bilaspur,Chhattisgarh,FY2024-25,PM10,56.5,337
Bilaspur,Chhattisgarh,FY2024-25,PM2.5,30.088,337
Bilaspur,Chhattisgarh,FY2025-26,CO,1.1,329
Bilaspur,Chhattisgarh,FY2025-26,NO2,20.9,329
Bilaspur,Chhattisgarh,FY2025-26,PM10,65.6,329
Bilaspur,Chhattisgarh,FY2025-26,PM2.5,32.636,329
Bileipada,Odisha,FY2024-25,CO,0.7,317
Bileipada,Odisha,FY2024-25,NO2,10.5,317
Bileipada,Odisha,FY2024-25,O3,35.5,317
Bileipada,Odisha,FY2024-25,PM10,155.6,317
Bileipada,Odisha,FY2024-25,PM2.5,48.225,317
Bileipada,Odisha,FY2025-26,CO,0.9,290
Bileipada,Odisha,FY2025-26,NO2,5.2,290
Bileipada,Odisha,FY2025-26,O3,15.6,290
Bileipada,Odisha,FY2025-26,PM10,121.3,290
Bileipada,Odisha,FY2025-26,PM2.5,47.681,290
Boisar,Maharashtra,FY2024-25,CO,0.7,334
Boisar,Maharashtra,FY2024-25,NO2,15.3,334
Boisar,Maharashtra,FY2024-25,O3,49.4,334
Boisar,Maharashtra,FY2024-25,PM10,97.8,334
Boisar,Maharashtra,FY2024-25,PM2.5,45.264,334
Boisar,Maharashtra,FY2025-26,CO,0.6,345
Boisar,Maharashtra,FY2025-26,NO2,14.3,345
Boisar,Maharashtra,FY2025-26,O3,44.6,345
Boisar,Maharashtra,FY2025-26,PM10,78.6,345
Boisar,Maharashtra,FY2025-26,PM2.5,33.508,345
Brajrajnagar,Odisha,FY2024-25,CO,1.0,319
Brajrajnagar,Odisha,FY2024-25,NO2,12.1,319
Brajrajnagar,Odisha,FY2024-25,O3,56.4,319
Brajrajnagar,Odisha,FY2024-25,PM10,75.6,319
Brajrajnagar,Odisha,FY2024-25,PM2.5,32.564,319
Brajrajnagar,Odisha,FY2025-26,CO,1.0,335
Brajrajnagar,Odisha,FY2025-26,NO2,17.9,335
Brajrajnagar,Odisha,FY2025-26,O3,46.1,335
Brajrajnagar,Odisha,FY2025-26,PM10,82.0,335
Brajrajnagar,Odisha,FY2025-26,PM2.5,35.571,335
Bulandshahr,Uttar Pradesh,FY2024-25,CO,1.3,360
Bulandshahr,Uttar Pradesh,FY2024-25,NO2,39.0,360
Bulandshahr,Uttar Pradesh,FY2024-25,O3,47.5,360
Bulandshahr,Uttar Pradesh,FY2024-25,PM10,140.0,360
Bulandshahr,Uttar Pradesh,FY2024-25,PM2.5,56.638,360
Bulandshahr,Uttar Pradesh,FY2025-26,CO,1.3,363
Bulandshahr,Uttar Pradesh,FY2025-26,NO2,37.3,363
Bulandshahr,Uttar Pradesh,FY2025-26,O3,50.0,363
Bulandshahr,Uttar Pradesh,FY2025-26,PM10,160.6,363
Bulandshahr,Uttar Pradesh,FY2025-26,PM2.5,67.385,363
Bundi,Rajasthan,FY2024-25,CO,1.1,338
Bundi,Rajasthan,FY2024-25,NO2,18.1,338
Bundi,Rajasthan,FY2024-25,O3,83.0,338
Bundi,Rajasthan,FY2024-25,PM10,117.3,338
Bundi,Rajasthan,FY2024-25,PM2.5,41.537,338
Bundi,Rajasthan,FY2025-26,CO,1.0,350
Bundi,Rajasthan,FY2025-26,NO2,16.6,350
Bundi,Rajasthan,FY2025-26,O3,79.5,350
Bundi,Rajasthan,FY2025-26,PM10,100.4,350
Bundi,Rajasthan,FY2025-26,PM2.5,41.488,350
Buxar,Bihar,FY2024-25,CO,1.6,269
Buxar,Bihar,FY2024-25,NO2,5.2,269
Buxar,Bihar,FY2024-25,O3,60.2,269
Buxar,Bihar,FY2024-25,PM10,135.6,269
Buxar,Bihar,FY2024-25,PM2.5,58.721,269
Buxar,Bihar,FY2025-26,CO,0.8,292
Buxar,Bihar,FY2025-26,NO2,7.0,292
Buxar,Bihar,FY2025-26,O3,41.7,292
Buxar,Bihar,FY2025-26,PM10,78.5,292
Buxar,Bihar,FY2025-26,PM2.5,42.256,292
Byasanagar,Odisha,FY2024-25,CO,1.3,343
Byasanagar,Odisha,FY2024-25,NO2,10.2,343
Byasanagar,Odisha,FY2024-25,O3,90.1,343
Byasanagar,Odisha,FY2024-25,PM10,85.1,343
Byasanagar,Odisha,FY2024-25,PM2.5,43.797,343
Byasanagar,Odisha,FY2025-26,CO,1.2,341
Byasanagar,Odisha,FY2025-26,NO2,14.8,341
Byasanagar,Odisha,FY2025-26,O3,91.4,341
Byasanagar,Odisha,FY2025-26,PM10,89.4,341
Byasanagar,Odisha,FY2025-26,PM2.5,46.348,341
Byrnihat (Assam),Assam,FY2024-25,CO,0.9,278
Byrnihat (Assam),Assam,FY2024-25,NO2,17.1,278
Byrnihat (Assam),Assam,FY2024-25,O3,35.5,278
Byrnihat (Assam),Assam,FY2024-25,PM10,200.3,278
Byrnihat (Assam),Assam,FY2024-25,PM2.5,127.85,278
Byrnihat (Assam),Assam,FY2025-26,CO,1.0,256
Byrnihat (Assam),Assam,FY2025-26,NO2,6.4,256
Byrnihat (Assam),Assam,FY2025-26,O3,27.9,256
Byrnihat (Assam),Assam,FY2025-26,PM10,106.5,256
Byrnihat (Assam),Assam,FY2025-26,PM2.5,74.831,256
Chamarajanagar,Karnataka,FY2024-25,CO,0.9,342
Chamarajanagar,Karnataka,FY2024-25,NO2,22.2,342
Chamarajanagar,Karnataka,FY2024-25,O3,33.3,342
Chamarajanagar,Karnataka,FY2024-25,PM10,44.6,342
Chamarajanagar,Karnataka,FY2024-25,PM2.5,18.594,342
Chamarajanagar,Karnataka,FY2025-26,CO,0.8,330
Chamarajanagar,Karnataka,FY2025-26,NO2,20.8,330
Chamarajanagar,Karnataka,FY2025-26,O3,31.8,330
Chamarajanagar,Karnataka,FY2025-26,PM10,46.0,330
Chamarajanagar,Karnataka,FY2025-26,PM2.5,18.946,330
Chandigarh,Chandigarh,FY2024-25,CO,1.3,364
Chandigarh,Chandigarh,FY2024-25,NO2,29.9,364
Chandigarh,Chandigarh,FY2024-25,O3,62.3,364
Chandigarh,Chandigarh,FY2024-25,PM10,123.7,364
Chandigarh,Chandigarh,FY2024-25,PM2.5,63.633,364
Chandigarh,Chandigarh,FY2025-26,CO,1.3,363
Chandigarh,Chandigarh,FY2025-26,NO2,26.5,363
Chandigarh,Chandigarh,FY2025-26,O3,59.3,363
Chandigarh,Chandigarh,FY2025-26,PM10,83.2,363
Chandigarh,Chandigarh,FY2025-26,PM2.5,46.888,363
Chandrapur,Maharashtra,FY2024-25,CO,0.6,355
Chandrapur,Maharashtra,FY2024-25,NO2,17.7,355
Chandrapur,Maharashtra,FY2024-25,O3,45.8,355
Chandrapur,Maharashtra,FY2024-25,PM10,95.7,355
Chandrapur,Maharashtra,FY2024-25,PM2.5,39.014,355
Chandrapur,Maharashtra,FY2025-26,CO,0.9,362
Chandrapur,Maharashtra,FY2025-26,NO2,16.5,362
Chandrapur,Maharashtra,FY2025-26,O3,36.4,362
Chandrapur,Maharashtra,FY2025-26,PM10,105.5,362
Chandrapur,Maharashtra,FY2025-26,PM2.5,35.123,362
Charkhi Dadri,Haryana,FY2024-25,CO,0.4,346
Charkhi Dadri,Haryana,FY2024-25,NO2,14.2,346
Charkhi Dadri,Haryana,FY2024-25,O3,15.9,346
Charkhi Dadri,Haryana,FY2024-25,PM10,119.4,346
Charkhi Dadri,Haryana,FY2024-25,PM2.5,78.953,346
Charkhi Dadri,Haryana,FY2025-26,CO,0.1,172
Charkhi Dadri,Haryana,FY2025-26,NO2,12.1,172
Charkhi Dadri,Haryana,FY2025-26,O3,16.0,172
Charkhi Dadri,Haryana,FY2025-26,PM10,165.3,172
Charkhi Dadri,Haryana,FY2025-26,PM2.5,115.866,172
Chennai,Tamil Nadu,FY2024-25,CO,1.1,364
Chennai,Tamil Nadu,FY2024-25,NO2,12.0,364
Chennai,Tamil Nadu,FY2024-25,O3,24.8,364
Chennai,Tamil Nadu,FY2024-25,PM10,60.2,364
Chennai,Tamil Nadu,FY2024-25,PM2.5,27.173,364
Chennai,Tamil Nadu,FY2025-26,CO,1.0,365
Chennai,Tamil Nadu,FY2025-26,NO2,10.4,365
Chennai,Tamil Nadu,FY2025-26,O3,28.8,365
Chennai,Tamil Nadu,FY2025-26,PM10,79.0,365
Chennai,Tamil Nadu,FY2025-26,PM2.5,32.553,365
Chhal,Chhattisgarh,FY2024-25,CO,1.0,318
Chhal,Chhattisgarh,FY2024-25,NO2,21.3,318
Chhal,Chhattisgarh,FY2024-25,O3,60.9,318
Chhal,Chhattisgarh,FY2024-25,PM10,64.4,318
Chhal,Chhattisgarh,FY2024-25,PM2.5,34.819,318
Chhal,Chhattisgarh,FY2025-26,CO,0.9,287
Chhal,Chhattisgarh,FY2025-26,NO2,10.2,287
Chhal,Chhattisgarh,FY2025-26,O3,59.4,287
Chhal,Chhattisgarh,FY2025-26,PM10,63.4,287
Chhal,Chhattisgarh,FY2025-26,PM2.5,30.087,287
Chhapra,Bihar,FY2024-25,CO,0.8,267
Chhapra,Bihar,FY2024-25,NO2,14.8,267
Chhapra,Bihar,FY2024-25,O3,12.6,267
Chhapra,Bihar,FY2024-25,PM10,105.3,267
Chhapra,Bihar,FY2024-25,PM2.5,53.663,267
Chhapra,Bihar,FY2025-26,CO,0.3,274
Chhapra,Bihar,FY2025-26,NO2,41.1,274
Chhapra,Bihar,FY2025-26,O3,25.2,274
Chhapra,Bihar,FY2025-26,PM10,86.7,274
Chhapra,Bihar,FY2025-26,PM2.5,43.184,274
Chikkaballapur,Karnataka,FY2024-25,CO,0.2,347
Chikkaballapur,Karnataka,FY2024-25,NO2,10.1,347
Chikkaballapur,Karnataka,FY2024-25,O3,24.6,347
Chikkaballapur,Karnataka,FY2024-25,PM10,54.4,347
Chikkaballapur,Karnataka,FY2024-25,PM2.5,27.071,347
Chikkaballapur,Karnataka,FY2025-26,CO,0.1,237
Chikkaballapur,Karnataka,FY2025-26,NO2,15.8,237
Chikkaballapur,Karnataka,FY2025-26,O3,29.7,237
Chikkaballapur,Karnataka,FY2025-26,PM10,49.7,237
Chikkaballapur,Karnataka,FY2025-26,PM2.5,24.307,237
Chikkamagaluru,Karnataka,FY2024-25,CO,0.8,293
Chikkamagaluru,Karnataka,FY2024-25,NO2,18.6,293
Chikkamagaluru,Karnataka,FY2024-25,O3,37.7,293
Chikkamagaluru,Karnataka,FY2024-25,PM10,46.0,293
Chikkamagaluru,Karnataka,FY2024-25,PM2.5,17.295,293
Chikkamagaluru,Karnataka,FY2025-26,CO,0.3,288
Chikkamagaluru,Karnataka,FY2025-26,NO2,17.8,288
Chikkamagaluru,Karnataka,FY2025-26,O3,34.9,288
Chikkamagaluru,Karnataka,FY2025-26,PM10,42.2,288
Chikkamagaluru,Karnataka,FY2025-26,PM2.5,18.278,288
Chittoor,Andhra Pradesh,FY2024-25,CO,0.6,252
Chittoor,Andhra Pradesh,FY2024-25,NO2,9.2,252
Chittoor,Andhra Pradesh,FY2024-25,O3,40.5,252
Chittoor,Andhra Pradesh,FY2024-25,PM10,68.6,252
Chittoor,Andhra Pradesh,FY2024-25,PM2.5,40.373,252
Chittoor,Andhra Pradesh,FY2025-26,CO,0.9,340
Chittoor,Andhra Pradesh,FY2025-26,NO2,21.2,340
Chittoor,Andhra Pradesh,FY2025-26,O3,47.3,340
Chittoor,Andhra Pradesh,FY2025-26,PM10,74.3,340
Chittoor,Andhra Pradesh,FY2025-26,PM2.5,47.64,340
Chittorgarh,Rajasthan,FY2024-25,CO,0.8,334
Chittorgarh,Rajasthan,FY2024-25,NO2,27.6,334
Chittorgarh,Rajasthan,FY2024-25,O3,84.4,334
Chittorgarh,Rajasthan,FY2024-25,PM10,126.5,334
Chittorgarh,Rajasthan,FY2024-25,PM2.5,51.071,334
Chittorgarh,Rajasthan,FY2025-26,CO,0.7,346
Chittorgarh,Rajasthan,FY2025-26,NO2,25.3,346
Chittorgarh,Rajasthan,FY2025-26,O3,70.6,346
Chittorgarh,Rajasthan,FY2025-26,PM10,99.0,346
Chittorgarh,Rajasthan,FY2025-26,PM2.5,45.537,346
Churu,Rajasthan,FY2024-25,CO,0.9,326
Churu,Rajasthan,FY2024-25,NO2,20.1,326
Churu,Rajasthan,FY2024-25,O3,98.0,326
Churu,Rajasthan,FY2024-25,PM10,144.5,326
Churu,Rajasthan,FY2024-25,PM2.5,51.908,326
Churu,Rajasthan,FY2025-26,CO,0.6,362
Churu,Rajasthan,FY2025-26,NO2,16.9,362
Churu,Rajasthan,FY2025-26,O3,84.6,362
Churu,Rajasthan,FY2025-26,PM10,144.3,362
Churu,Rajasthan,FY2025-26,PM2.5,46.64,362
Coimbatore,Tamil Nadu,FY2024-25,CO,0.7,310
Coimbatore,Tamil Nadu,FY2024-25,NO2,7.9,310
Coimbatore,Tamil Nadu,FY2024-25,O3,17.6,310
Coimbatore,Tamil Nadu,FY2024-25,PM10,64.1,310
Coimbatore,Tamil Nadu,FY2024-25,PM2.5,29.51,310
Coimbatore,Tamil Nadu,FY2025-26,CO,0.9,356
Coimbatore,Tamil Nadu,FY2025-26,NO2,8.3,356
Coimbatore,Tamil Nadu,FY2025-26,O3,19.1,356
Coimbatore,Tamil Nadu,FY2025-26,PM10,56.8,356
Coimbatore,Tamil Nadu,FY2025-26,PM2.5,37.345,356
Cuddalore,Tamil Nadu,FY2024-25,CO,0.2,311
Cuddalore,Tamil Nadu,FY2024-25,NO2,16.7,311
Cuddalore,Tamil Nadu,FY2024-25,O3,4.4,311
Cuddalore,Tamil Nadu,FY2024-25,PM10,43.2,311
Cuddalore,Tamil Nadu,FY2024-25,PM2.5,29.587,311
Cuddalore,Tamil Nadu,FY2025-26,NO2,11.4,278
Cuddalore,Tamil Nadu,FY2025-26,O3,6.3,278
Cuddalore,Tamil Nadu,FY2025-26,PM10,37.1,278
Cuddalore,Tamil Nadu,FY2025-26,PM2.5,29.14,278
Cuttack,Odisha,FY2024-25,CO,1.1,336
Cuttack,Odisha,FY2024-25,NO2,19.9,336
Cuttack,Odisha,FY2024-25,O3,75.3,336
Cuttack,Odisha,FY2024-25,PM10,92.3,336
Cuttack,Odisha,FY2024-25,PM2.5,40.238,336
Cuttack,Odisha,FY2025-26,CO,1.3,350
Cuttack,Odisha,FY2025-26,NO2,20.7,350
Cuttack,Odisha,FY2025-26,O3,78.4,350
Cuttack,Odisha,FY2025-26,PM10,105.1,350
Cuttack,Odisha,FY2025-26,PM2.5,48.601,350
Damoh,Madhya Pradesh,FY2024-25,CO,0.2,240
Damoh,Madhya Pradesh,FY2024-25,PM10,70.0,240
Damoh,Madhya Pradesh,FY2024-25,PM2.5,30.916,240
Damoh,Madhya Pradesh,FY2025-26,CO,0.6,306
Damoh,Madhya Pradesh,FY2025-26,PM10,53.6,306
Damoh,Madhya Pradesh,FY2025-26,PM2.5,21.977,306
Dausa,Rajasthan,FY2024-25,CO,1.5,349
Dausa,Rajasthan,FY2024-25,NO2,34.2,349
Dausa,Rajasthan,FY2024-25,O3,79.6,349
Dausa,Rajasthan,FY2024-25,PM10,137.8,349
Dausa,Rajasthan,FY2024-25,PM2.5,41.915,349
Dausa,Rajasthan,FY2025-26,CO,1.4,351
Dausa,Rajasthan,FY2025-26,NO2,28.4,351
Dausa,Rajasthan,FY2025-26,O3,76.3,351
Dausa,Rajasthan,FY2025-26,PM10,120.9,351
Dausa,Rajasthan,FY2025-26,PM2.5,38.407,351
Davanagere,Karnataka,FY2024-25,CO,0.5,295
Davanagere,Karnataka,FY2024-25,NO2,9.0,295
Davanagere,Karnataka,FY2024-25,O3,21.6,295
Davanagere,Karnataka,FY2024-25,PM10,54.5,295
Davanagere,Karnataka,FY2024-25,PM2.5,28.757,295
Davanagere,Karnataka,FY2025-26,CO,0.7,257
Davanagere,Karnataka,FY2025-26,NO2,15.4,257
Davanagere,Karnataka,FY2025-26,O3,22.6,257
Davanagere,Karnataka,FY2025-26,PM10,46.8,257
Davanagere,Karnataka,FY2025-26,PM2.5,28.179,257
Dehradun,Uttarakhand,FY2024-25,CO,0.8,348
Dehradun,Uttarakhand,FY2024-25,NO2,1.7,348
Dehradun,Uttarakhand,FY2024-25,O3,61.0,348
Dehradun,Uttarakhand,FY2024-25,PM10,74.6,348
Dehradun,Uttarakhand,FY2024-25,PM2.5,41.501,348
Dehradun,Uttarakhand,FY2025-26,CO,0.1,330
Dehradun,Uttarakhand,FY2025-26,NO2,1.4,330
Dehradun,Uttarakhand,FY2025-26,O3,54.4,330
Dehradun,Uttarakhand,FY2025-26,PM10,63.7,330
Dehradun,Uttarakhand,FY2025-26,PM2.5,41.797,330
Delhi,Delhi,FY2024-25,CO,1.7,364
Delhi,Delhi,FY2024-25,NO2,44.2,364
Delhi,Delhi,FY2024-25,O3,63.2,364
Delhi,Delhi,FY2024-25,PM10,205.5,364
Delhi,Delhi,FY2024-25,PM2.5,99.556,364
Delhi,Delhi,FY2025-26,CO,1.8,365
Delhi,Delhi,FY2025-26,NO2,45.4,365
Delhi,Delhi,FY2025-26,O3,67.3,365
Delhi,Delhi,FY2025-26,PM10,200.9,365
Delhi,Delhi,FY2025-26,PM2.5,98.101,365
Dewas,Madhya Pradesh,FY2024-25,CO,0.8,333
Dewas,Madhya Pradesh,FY2024-25,NO2,33.3,333
Dewas,Madhya Pradesh,FY2024-25,O3,44.7,333
Dewas,Madhya Pradesh,FY2024-25,PM10,91.4,333
Dewas,Madhya Pradesh,FY2024-25,PM2.5,42.687,333
Dewas,Madhya Pradesh,FY2025-26,CO,0.7,335
Dewas,Madhya Pradesh,FY2025-26,NO2,41.4,335
Dewas,Madhya Pradesh,FY2025-26,O3,40.3,335
Dewas,Madhya Pradesh,FY2025-26,PM10,97.1,335
Dewas,Madhya Pradesh,FY2025-26,PM2.5,40.392,335
Dhanbad,Jharkhand,FY2024-25,CO,1.8,229
Dhanbad,Jharkhand,FY2024-25,NO2,82.5,229
Dhanbad,Jharkhand,FY2024-25,O3,32.8,229
Dhanbad,Jharkhand,FY2024-25,PM10,155.4,229
Dhanbad,Jharkhand,FY2024-25,PM2.5,53.1,229
Dhanbad,Jharkhand,FY2025-26,CO,0.6,310
Dhanbad,Jharkhand,FY2025-26,NO2,71.2,310
Dhanbad,Jharkhand,FY2025-26,O3,25.0,310
Dhanbad,Jharkhand,FY2025-26,PM10,117.3,310
Dhanbad,Jharkhand,FY2025-26,PM2.5,40.42,310
Dharwad,Karnataka,FY2024-25,CO,1.5,322
Dharwad,Karnataka,FY2024-25,NO2,13.8,322
Dharwad,Karnataka,FY2024-25,O3,32.1,322
Dharwad,Karnataka,FY2024-25,PM10,68.5,322
Dharwad,Karnataka,FY2024-25,PM2.5,30.16,322
Dharwad,Karnataka,FY2025-26,CO,1.2,284
Dharwad,Karnataka,FY2025-26,NO2,17.5,284
Dharwad,Karnataka,FY2025-26,O3,22.0,284
Dharwad,Karnataka,FY2025-26,PM10,73.6,284
Dharwad,Karnataka,FY2025-26,PM2.5,31.016,284
Dholpur,Rajasthan,FY2024-25,CO,0.8,315
Dholpur,Rajasthan,FY2024-25,NO2,17.4,315
Dholpur,Rajasthan,FY2024-25,O3,76.9,315
Dholpur,Rajasthan,FY2024-25,PM10,122.8,315
Dholpur,Rajasthan,FY2024-25,PM2.5,51.175,315
Dholpur,Rajasthan,FY2025-26,CO,1.1,329
Dholpur,Rajasthan,FY2025-26,NO2,18.6,329
Dholpur,Rajasthan,FY2025-26,O3,47.8,329
Dholpur,Rajasthan,FY2025-26,PM10,110.4,329
Dholpur,Rajasthan,FY2025-26,PM2.5,48.173,329
Dhule,Maharashtra,FY2024-25,CO,0.6,329
Dhule,Maharashtra,FY2024-25,NO2,14.1,329
Dhule,Maharashtra,FY2024-25,O3,56.5,329
Dhule,Maharashtra,FY2024-25,PM10,91.9,329
Dhule,Maharashtra,FY2024-25,PM2.5,42.847,329
Dhule,Maharashtra,FY2025-26,CO,0.6,325
Dhule,Maharashtra,FY2025-26,NO2,11.6,325
Dhule,Maharashtra,FY2025-26,O3,50.6,325
Dhule,Maharashtra,FY2025-26,PM10,92.6,325
Dhule,Maharashtra,FY2025-26,PM2.5,42.392,325
Dungarpur,Rajasthan,FY2024-25,CO,1.0,327
Dungarpur,Rajasthan,FY2024-25,NO2,14.1,327
Dungarpur,Rajasthan,FY2024-25,O3,76.5,327
Dungarpur,Rajasthan,FY2024-25,PM10,93.4,327
Dungarpur,Rajasthan,FY2024-25,PM2.5,40.97,327
Dungarpur,Rajasthan,FY2025-26,CO,0.6,357
Dungarpur,Rajasthan,FY2025-26,NO2,11.5,357
Dungarpur,Rajasthan,FY2025-26,O3,74.1,357
Dungarpur,Rajasthan,FY2025-26,PM10,90.8,357
Dungarpur,Rajasthan,FY2025-26,PM2.5,38.068,357
Durgapur,West Bengal,FY2024-25,CO,1.2,363
Durgapur,West Bengal,FY2024-25,NO2,23.8,363
Durgapur,West Bengal,FY2024-25,O3,56.0,363
Durgapur,West Bengal,FY2024-25,PM10,158.2,363
Durgapur,West Bengal,FY2024-25,PM2.5,73.282,363
Durgapur,West Bengal,FY2025-26,CO,1.2,365
Durgapur,West Bengal,FY2025-26,NO2,19.9,365
Durgapur,West Bengal,FY2025-26,O3,43.8,365
Durgapur,West Bengal,FY2025-26,PM10,91.7,365
Durgapur,West Bengal,FY2025-26,PM2.5,37.819,365
Eloor,Kerala,FY2024-25,CO,1.3,259
Eloor,Kerala,FY2024-25,NO2,4.7,259
Eloor,Kerala,FY2024-25,O3,14.0,259
Eloor,Kerala,FY2024-25,PM10,48.0,259
Eloor,Kerala,FY2024-25,PM2.5,32.647,259
Eloor,Kerala,FY2025-26,CO,1.6,265
Eloor,Kerala,FY2025-26,NO2,6.1,265
Eloor,Kerala,FY2025-26,O3,14.2,265
Eloor,Kerala,FY2025-26,PM10,56.8,265
Eloor,Kerala,FY2025-26,PM2.5,37.703,265
Faridabad,Haryana,FY2024-25,CO,1.2,364
Faridabad,Haryana,FY2024-25,NO2,21.6,364
Faridabad,Haryana,FY2024-25,O3,29.7,364
Faridabad,Haryana,FY2024-25,PM10,153.9,364
Faridabad,Haryana,FY2024-25,PM2.5,73.049,364
Faridabad,Haryana,FY2025-26,CO,1.0,187
Faridabad,Haryana,FY2025-26,NO2,24.7,187
Faridabad,Haryana,FY2025-26,O3,25.5,187
Faridabad,Haryana,FY2025-26,PM10,174.9,187
Faridabad,Haryana,FY2025-26,PM2.5,90.621,187
Firozabad,Uttar Pradesh,FY2024-25,CO,0.5,355
Firozabad,Uttar Pradesh,FY2024-25,NO2,12.4,355
Firozabad,Uttar Pradesh,FY2024-25,O3,23.2,355
Firozabad,Uttar Pradesh,FY2024-25,PM10,67.0,355
Firozabad,Uttar Pradesh,FY2024-25,PM2.5,34.868,355
Firozabad,Uttar Pradesh,FY2025-26,CO,0.2,356
Firozabad,Uttar Pradesh,FY2025-26,NO2,13.1,356
Firozabad,Uttar Pradesh,FY2025-26,O3,15.1,356
Firozabad,Uttar Pradesh,FY2025-26,PM10,66.4,356
Firozabad,Uttar Pradesh,FY2025-26,PM2.5,32.156,356
Gadag,Karnataka,FY2024-25,CO,0.8,299
Gadag,Karnataka,FY2024-25,NO2,11.0,299
Gadag,Karnataka,FY2024-25,O3,39.7,299
Gadag,Karnataka,FY2024-25,PM10,44.8,299
Gadag,Karnataka,FY2024-25,PM2.5,12.785,299
Gadag,Karnataka,FY2025-26,CO,1.1,72
Gadag,Karnataka,FY2025-26,NO2,10.0,72
Gadag,Karnataka,FY2025-26,O3,27.5,72
Gadag,Karnataka,FY2025-26,PM10,40.3,72
Gadag,Karnataka,FY2025-26,PM2.5,11.954,72
Gandhinagar,Gujarat,FY2024-25,CO,0.9,359
Gandhinagar,Gujarat,FY2024-25,NO2,22.6,359
Gandhinagar,Gujarat,FY2024-25,O3,37.6,359
Gandhinagar,Gujarat,FY2024-25,PM10,85.2,359
Gandhinagar,Gujarat,FY2024-25,PM2.5,38.838,359
Gandhinagar,Gujarat,FY2025-26,CO,0.9,365
Gandhinagar,Gujarat,FY2025-26,NO2,18.5,365
Gandhinagar,Gujarat,FY2025-26,O3,37.8,365
Gandhinagar,Gujarat,FY2025-26,PM10,95.4,365
Gandhinagar,Gujarat,FY2025-26,PM2.5,38.693,365
Gaya,Bihar,FY2024-25,CO,1.3,360
Gaya,Bihar,FY2024-25,NO2,12.6,360
Gaya,Bihar,FY2024-25,O3,44.2,360
Gaya,Bihar,FY2024-25,PM10,92.5,360
Gaya,Bihar,FY2024-25,PM2.5,50.874,360
Gaya,Bihar,FY2025-26,CO,1.1,364
Gaya,Bihar,FY2025-26,NO2,8.8,364
Gaya,Bihar,FY2025-26,O3,27.8,364
Gaya,Bihar,FY2025-26,PM10,97.0,364
Gaya,Bihar,FY2025-26,PM2.5,42.515,364
Ghaziabad,Uttar Pradesh,FY2024-25,CO,1.6,364
Ghaziabad,Uttar Pradesh,FY2024-25,NO2,48.4,364
Ghaziabad,Uttar Pradesh,FY2024-25,O3,58.3,364
Ghaziabad,Uttar Pradesh,FY2024-25,PM10,168.1,364
Ghaziabad,Uttar Pradesh,FY2024-25,PM2.5,80.589,364
Ghaziabad,Uttar Pradesh,FY2025-26,CO,1.8,365
Ghaziabad,Uttar Pradesh,FY2025-26,NO2,45.6,365
Ghaziabad,Uttar Pradesh,FY2025-26,O3,60.9,365
Ghaziabad,Uttar Pradesh,FY2025-26,PM10,215.2,365
Ghaziabad,Uttar Pradesh,FY2025-26,PM2.5,102.595,365
Gorakhpur,Uttar Pradesh,FY2024-25,CO,0.2,349
Gorakhpur,Uttar Pradesh,FY2024-25,NO2,8.5,349
Gorakhpur,Uttar Pradesh,FY2024-25,O3,26.4,349
Gorakhpur,Uttar Pradesh,FY2024-25,PM10,112.6,349
Gorakhpur,Uttar Pradesh,FY2024-25,PM2.5,50.39,349
Gorakhpur,Uttar Pradesh,FY2025-26,CO,0.0,336
Gorakhpur,Uttar Pradesh,FY2025-26,NO2,9.0,336
Gorakhpur,Uttar Pradesh,FY2025-26,O3,21.5,336
Gorakhpur,Uttar Pradesh,FY2025-26,PM10,82.5,336
Gorakhpur,Uttar Pradesh,FY2025-26,PM2.5,39.364,336
Greater Noida,Uttar Pradesh,FY2024-25,CO,1.5,364
Greater Noida,Uttar Pradesh,FY2024-25,NO2,40.0,364
Greater Noida,Uttar Pradesh,FY2024-25,O3,77.7,364
Greater Noida,Uttar Pradesh,FY2024-25,PM10,200.9,364
Greater Noida,Uttar Pradesh,FY2024-25,PM2.5,69.896,364
Greater Noida,Uttar Pradesh,FY2025-26,CO,1.6,364
Greater Noida,Uttar Pradesh,FY2025-26,NO2,50.1,364
Greater Noida,Uttar Pradesh,FY2025-26,O3,66.6,364
Greater Noida,Uttar Pradesh,FY2025-26,PM10,218.1,364
Greater Noida,Uttar Pradesh,FY2025-26,PM2.5,88.715,364
Gummidipoondi,Tamil Nadu,FY2024-25,NO2,18.7,355
Gummidipoondi,Tamil Nadu,FY2024-25,PM10,96.4,355
Gummidipoondi,Tamil Nadu,FY2024-25,PM2.5,55.323,355
Gummidipoondi,Tamil Nadu,FY2025-26,NO2,10.3,353
Gummidipoondi,Tamil Nadu,FY2025-26,PM10,117.7,353
Gummidipoondi,Tamil Nadu,FY2025-26,PM2.5,69.351,353
Gurugram,Haryana,FY2024-25,CO,1.8,363
Gurugram,Haryana,FY2024-25,NO2,15.4,363
Gurugram,Haryana,FY2024-25,O3,49.7,363
Gurugram,Haryana,FY2024-25,PM10,170.4,363
Gurugram,Haryana,FY2024-25,PM2.5,88.523,363
Gurugram,Haryana,FY2025-26,CO,1.4,335
